article_name,country,revision_id,population,article_quality
Marie Jean François Philibert Lecarlier d'Ardon,france,731032174,65.1,Start
Jean-Marie Girault,france,731115379,65.1,Stub
François Duval (politician),france,731529778,65.1,Stub
"Louis Phélypeaux, marquis de La Vrillière",france,731623211,65.1,Stub
Antoine Bertier,france,731756832,65.1,Start
Pierre Fauchon,france,731931234,65.1,Stub
Lionel Beffre,france,732238787,65.1,Stub
Martin Nadaud,france,733372555,65.1,Stub
Céleste Bulkeley,france,733769479,65.1,Stub
Philippe Loiseau,france,733897420,65.1,Stub
Napoléon Joseph Ney,france,734221994,65.1,Stub
Claude Alphonse Delangle,france,734367676,65.1,Stub
Gustave Hervé,france,734692582,65.1,Start
Louis de Frotté,france,734899773,65.1,Start
Jean Poldo d'Albenas,france,735045160,65.1,Stub
Pierre-Anselm Garrau,france,736023539,65.1,Stub
Édouard André (art collector),france,736853214,65.1,Start
Marc Caussidière,france,737195725,65.1,Start
Édouard Aynard,france,737238104,65.1,Stub
Paul de Rémusat,france,737500146,65.1,Stub
Philippe Darniche,france,737540446,65.1,Stub
Marcel Deneux,france,737541003,65.1,Stub
Guy Fischer,france,737541709,65.1,Stub
Christian Gaudin (politician),france,737542179,65.1,Stub
Jacques Mahéas,france,737544934,65.1,Stub
Robert Tropéano,france,737550086,65.1,Stub
"Marc de Beauvau, Prince of Craon",france,737789017,65.1,Start
Gérard Le Cam,france,737896911,65.1,Stub
Ivan Renar,france,737962950,65.1,Stub
Léon Lalanne,france,738018001,65.1,C
Alexandre Glais-Bizoin,france,738189363,65.1,Start
Édouard Barbey,france,738581175,65.1,Stub
William Bertrand,france,738863288,65.1,Stub
François-Gabriel D'Angeac,france,738986838,65.1,C
Valérie Dupont,france,739115995,65.1,Stub
Henry Dorgères,france,739142369,65.1,Stub
Jacqueline Guerroudj,france,739680808,65.1,Stub
Jacques-Alexis Thuriot de la Rosière,france,739889544,65.1,Start
François-Pierre Blin,france,740001715,65.1,Stub
Étienne-Laurent-Pierre Burnel,france,740023127,65.1,Start
Fernand David,france,740426994,65.1,Stub
André Berthelot,france,740875363,65.1,Stub
Nicolas du Bosc,france,740928772,65.1,Start
Adolphe Deitte,france,741344926,65.1,Stub
Étienne de La Grange,france,741663193,65.1,Stub
René Hérault,france,742028684,65.1,B
Hervé de Lyrot,france,742160134,65.1,Start
Pierre-Jean-Baptiste Chaussard,france,742760793,65.1,Start
Agosti Xaho,france,742766308,65.1,Stub
Yves Guéna,france,743373256,65.1,Stub
Jean Laurain,france,743803661,65.1,Stub
Pierre Louis Alfred Duprat,france,744164351,65.1,Stub
Paul Cotte,france,744187029,65.1,Stub
André Henry,france,744265969,65.1,Stub
Amable de Courtais,france,744347500,65.1,Start
Raoul Dautry,france,744510732,65.1,Start
Jean-Baptiste Mailhe,france,744855562,65.1,Start
Jean Antoine Ernest Constans,france,745259166,65.1,Start
Émile Driant,france,745305152,65.1,C
Guillaume André d'Hébert,france,745613094,65.1,Stub
Guillaume IV de Melun,france,745613107,65.1,Stub
Joseph Pascal François,france,745636114,65.1,Stub
Gérard Bougrier,france,745726050,65.1,Start
Lucien Neuwirth,france,745745124,65.1,Stub
Philema Lemaire,france,745775905,65.1,Stub
Jacques Camille Paris,france,746047547,65.1,Stub
Léon Labbé,france,746094293,65.1,Start
Georges Frêche,france,746272784,65.1,C
Ferdinand-Camille Dreyfus,france,746381671,65.1,Start
François-Xavier Audouin,france,746381811,65.1,Stub
Louis de Carné,france,746399221,65.1,Start
"Pierre Antoine Noël Bruno, comte Daru",france,746399931,65.1,Start
Jean-Jacques Baude,france,746568646,65.1,C
Pierre Vallon,france,746593393,65.1,Stub
Jean-Louis Schneiter,france,746619680,65.1,Stub
Raymond Guyot,france,746714199,65.1,Stub
Gaston Monmousseau,france,746890017,65.1,GA
Jean-Baptiste Pastré,france,747255447,65.1,C
Hippolyte Laroche,france,747518181,65.1,Start
Hélène Casimir-Perier,france,747535793,65.1,Stub
Jean-Claude Gayssot,france,747538626,65.1,Stub
Michel Jeanjean,france,748109251,65.1,Stub
Jean Auroux,france,748171232,65.1,Stub
Head of the Minister of Defence's military cabinet,france,748314973,65.1,Stub
Jacques Anne Joseph Le Prestre de Vauban,france,748465900,65.1,Start
Achille Libéral Treilhard,france,748547759,65.1,Start
François-Xavier de Peretti,france,748927474,65.1,Stub
Xavier Darcos,france,749085029,65.1,Start
François Martin (Pondicherry),france,749087123,65.1,Stub
Philippe Vasseur,france,749243463,65.1,Stub
Gaspard de Chabrol,france,749382301,65.1,Start
Éric Faurot,france,749389032,65.1,Stub
Frédéric Cabrolier,france,749400142,65.1,Stub
Bruno Subtil,france,749546552,65.1,Stub
Jacques Colombier,france,749556029,65.1,Stub
Thierry Gourlot,france,749699147,65.1,Stub
Jean-Marc de Lacoste-Lareymondie,france,749705073,65.1,Stub
Maurice Vaussard,france,749960466,65.1,Start
Éric Bocquet,france,750112385,65.1,Start
Charles de Viel-Castel,france,750541084,65.1,Start
Henri-Auguste Lozé,france,750747955,65.1,Start
Claude Gewerc,france,751491626,65.1,Stub
Joseph Noulens,france,751823443,65.1,Start
Albert Ollivier,france,751847003,65.1,Stub
Georges Cochery,france,752241890,65.1,Stub
Louis Alix de Nompère de Champagny,france,752446514,65.1,Stub
Edmond de Pressensé,france,753271950,65.1,Start
Jean-Jacques Aillagon,france,753352855,65.1,Start
Jeanne Millerand,france,753389878,65.1,Stub
Jean Le Mercier,france,753571816,65.1,Start
Ernest Denis,france,753632701,65.1,Stub
Maurice Pic (politician),france,753642198,65.1,Stub
"André Julien, Comte Dupuy",france,753702956,65.1,Stub
Bruno Julliard,france,753903662,65.1,Start
Pierre Marec,france,754476033,65.1,Start
Ignace Caseneuve,france,754503255,65.1,B
Armand Bouat,france,754772954,65.1,Stub
Michèle Sabban,france,755334095,65.1,Start
Louis-Étienne Héricart de Thury,france,755919920,65.1,Start
Charles Ernest Beulé,france,756452039,65.1,Start
Eugène Étienne,france,756482451,65.1,Start
Camille Cabral,france,756626755,65.1,Stub
Joseph Capus,france,756665050,65.1,C
Jérôme Guedj,france,756681839,65.1,Stub
"Charles Joseph, comte Bresson",france,756852334,65.1,Start
Camille Ferdinand Dreyfus,france,756889637,65.1,C
Thierry Santa,france,757262451,65.1,Stub
Charles Fiterman,france,757315434,65.1,Stub
Marthe Richard,france,757587274,65.1,Start
Lionel de Moustier,france,758269405,65.1,C
Victor Perret,france,758517528,65.1,C
André Koechlin,france,759320582,65.1,Start
Gilles de Robien,france,759430850,65.1,Start
Victor Griffuelhes,france,759521346,65.1,Start
Ernest Courtot de Cissey,france,760266412,65.1,Start
Charles Duclerc,france,760268202,65.1,Start
Ferdinand Sarrien,france,760270695,65.1,Stub
Ernest Monis,france,760271095,65.1,Start
Georges Leygues,france,760272292,65.1,Start
"Louis Phélypeaux, comte de Saint-Florentin",france,760347913,65.1,Stub
Louis-Étienne Ricard,france,760512672,65.1,Stub
Eric Loiselet,france,760622550,65.1,Stub
Ilham Moussaïd,france,761052363,65.1,Stub
Robert Paul Marie de Guise,france,761513578,65.1,Stub
Louis Thiroux de Crosne,france,761772004,65.1,Start
Pierre-Suzanne-Augustin Cochin,france,761928876,65.1,Stub
Georges Pézières,france,762093054,65.1,Stub
Jacques Moreau,france,762227429,65.1,Stub
Étienne Clémentel,france,762676170,65.1,Start
Pierre Colliard,france,762676373,65.1,Stub
Lucien Lamoureux (France),france,762680748,65.1,Stub
Jérôme Galloni d'Istria,france,763076764,65.1,Stub
Paul Jacquier,france,763167003,65.1,Stub
Auguste Legros,france,763238484,65.1,Stub
"Louis Phélypeaux, seigneur de La Vrillière",france,763493900,65.1,Stub
Albert Métin,france,763630980,65.1,B
Antoine de Sartine,france,763888727,65.1,B
Benjamin Jaurès,france,763912961,65.1,Stub
Eugène Goüin,france,764159683,65.1,Stub
Charles Aimé de Royrand,france,764357129,65.1,GA
Armand Berton (politician),france,764459234,65.1,Stub
Pierre Philippe Doublet,france,764459301,65.1,Stub
Jean-Louis Albitte,france,764459856,65.1,Stub
Jean-Michel Dubois,france,764514475,65.1,Stub
Hubert Derache,france,764642539,65.1,Start
Louis Marie Joseph de Brigode,france,764694389,65.1,Stub
Louis de Guiringaud,france,764695434,65.1,Stub
Alexandre Florent,france,764853625,65.1,Stub
César Trouin,france,764854573,65.1,Stub
Denis Gavini,france,764855083,65.1,Stub
Eugène Flotard,france,764855342,65.1,Stub
Ferdinand Boyer,france,764855373,65.1,Stub
Ferdinand Ducarre,france,764855379,65.1,Stub
Félix Deschange,france,764855455,65.1,Stub
Félix de Tarteron,france,764855459,65.1,Stub
Henri Palix,france,764855703,65.1,Stub
Jean-Baptiste Boffinton,france,764856074,65.1,Stub
Jules Cuttoli,france,764856256,65.1,Stub
Louis-Amédée Humbert,france,764856521,65.1,Stub
Léon Deyron,france,764856579,65.1,Stub
Marcel Vauthier,france,764856642,65.1,Stub
Michel Jobert,france,764856880,65.1,Stub
Prosper André,france,764857615,65.1,Stub
Roger Catroux,france,764857786,65.1,Stub
Serge Godard,france,764857959,65.1,Stub
Édouard Bamberger,france,764858868,65.1,Stub
Max Régis,france,764862074,65.1,B
Patrick Leclercq,france,764880432,65.1,Start
Claude Petit,france,765054090,65.1,Stub
Gabriel Guist'hau,france,765122073,65.1,Stub
Bureau de La Rivière,france,765185644,65.1,Start
Henri Martin (winemaker),france,765771488,65.1,Start
Hubert Védrine,france,765779276,65.1,Stub
Jean Auguste Berthaut,france,765899018,65.1,Stub
Jean-Louis Borel,france,765899569,65.1,Stub
Lucien Millevoye,france,765945253,65.1,Start
Robert Marjolin,france,766110226,65.1,Start
Léon Abrami,france,766260707,65.1,Stub
Thierry Foucaud,france,767224427,65.1,Stub
Jean-Jacques Panunzi,france,767225600,65.1,Stub
Michel Fontaine (French politician),france,767227386,65.1,Stub
Eugène Deloncle,france,767302854,65.1,Start
Paul Cuttoli,france,767561352,65.1,Stub
Chrétien François de Lamoignon de Basville,france,767623112,65.1,Stub
Joseph de Riquet de Caraman-Chimay (1836-1892),france,767714737,65.1,Stub
Louis-Charles Greffulhe,france,767746515,65.1,Stub
David Charpentier de Cossigny,france,767967855,65.1,Stub
Jacques Fernique,france,768071627,65.1,Stub
Marie-Louise Loubet,france,768093072,65.1,Stub
Charles de Varigny,france,768478007,65.1,GA
Pierre-René Lemas,france,768959510,65.1,Start
Edgar Le Bastard,france,768993812,65.1,Stub
Jules Brunard,france,769430300,65.1,Stub
Jean Cruppi,france,769601693,65.1,Stub
Yves Bertrand,france,769909586,65.1,Stub
Maurice Bokanowski,france,769937446,65.1,GA
Michel Roussin,france,769975005,65.1,Start
Joseph Romain-Desfossés,france,770132152,65.1,Start
Bertrand Renouvin,france,770177605,65.1,Start
Étienne Regnault,france,770361808,65.1,Stub
Job Durupt,france,770757272,65.1,Stub
Alexandre Rousselin de Saint-Albin,france,770891652,65.1,Start
Louis-Jules Trochu,france,770893888,65.1,Start
Pierre Philippe Denfert-Rochereau,france,770932475,65.1,Start
Jules Duvaux,france,771037447,65.1,Stub
Jules Cazot,france,771041075,65.1,Stub
Louis Tillaye,france,771042801,65.1,Stub
Jules Godin,france,771138915,65.1,Stub
Armand Léon de Baudry d'Asson,france,771297171,65.1,Stub
Jacques Médecin,france,771386303,65.1,Start
Amédée Domenech,france,771528915,65.1,Stub
Xavier de Villepin,france,771761593,65.1,Start
Édouard Jonas,france,772135413,65.1,C
Eugène Penancier,france,772496160,65.1,Stub
Constantin Pecqueur,france,772922197,65.1,Start
Ernest Granger,france,772922896,65.1,B
François Lamoureux,france,772973814,65.1,Stub
Anne Laubies,france,773101207,65.1,Stub
Eugénie Pétain,france,773918490,65.1,Stub
Maurice Ponga,france,774037111,65.1,Start
Dick Ukeiwé,france,774037253,65.1,Stub
Bernard Ukeiwé,france,774037292,65.1,Stub
Jean Taittinger,france,774250557,65.1,Stub
Fernand Tardy,france,774498677,65.1,Stub
René Audran,france,774636785,65.1,Stub
Catherine Picard,france,775488052,65.1,Stub
Jacques Michaut,france,775817422,65.1,Stub
"Armand Charles Emmanuel Guignard, comte de Saint-Priest",france,775827839,65.1,Stub
Michel Maurice-Bokanowski,france,775846789,65.1,C
Henri Dentz,france,776051675,65.1,Start
Jean-Martial Bineau,france,776328065,65.1,GA
Jean-Paul Cluzel,france,776330340,65.1,Stub
Jean Tupinier,france,776360878,65.1,C
Benjamin Abram,france,776683835,65.1,Start
Louis de Chappedelaine,france,776960526,65.1,Stub
High Commissioner of the Levant,france,777118546,65.1,Stub
Stéphane Artano,france,777126471,65.1,Stub
Jean-Pierre Cave,france,777483052,65.1,Stub
Joseph Lainé,france,777510248,65.1,Stub
Philippe Mestre,france,777665838,65.1,Stub
Henri Martin (French politician),france,777775713,65.1,Stub
Rirette Maîtrejean,france,778430404,65.1,Stub
Henri Barbé,france,778654258,65.1,Stub
Pierre Célor,france,778654287,65.1,Stub
Armand Chouffet,france,779061005,65.1,Start
Kofi Yamgnane,france,779240977,65.1,C
Pascal Lamy,france,779463000,65.1,C
Arthur Moulin,france,779645218,65.1,Stub
Jean-Michel Baylet,france,779762219,65.1,Stub
Jules Simon,france,779942096,65.1,C
Edmond Blanc,france,780115437,65.1,Stub
Jean-Baptiste Lacoste,france,780140960,65.1,Stub
Louis Lafferre,france,780578651,65.1,Stub
Jean Leguay,france,780620504,65.1,Start
Joseph Wresinski,france,780661975,65.1,Start
François Fortassin,france,780763793,65.1,Stub
Alfred Joseph Naquet,france,780846384,65.1,Start
Patrick Kanner,france,780949590,65.1,Stub
Michel d'Ornano,france,780984564,65.1,Stub
Robert Poujade,france,780984614,65.1,Stub
Georges Theil,france,781076840,65.1,Stub
Jean-Nicolas Bouilly,france,781126491,65.1,Start
Jules Anglès,france,781300690,65.1,Start
Dominique Joseph Garat,france,781902410,65.1,C
Victor François de Montchenu,france,782074765,65.1,Start
Ernest Chénière,france,782345492,65.1,Stub
Gian Paolo Borghetti,france,782407882,65.1,C
Antoine Dorfeuille,france,782434181,65.1,Start
David Assouline,france,782537223,65.1,Start
Olympe Audouard,france,782559711,65.1,Stub
Justin de Selves,france,782645436,65.1,Stub
Antoine du Verdier,france,782884178,65.1,Start
Philippe Hurault de Cheverny,france,782884198,65.1,Start
Jacques Marquet de Montbreton de Norvins,france,782884346,65.1,Stub
"Bonabes, Count of Rougé",france,782963427,65.1,Stub
Pierre Étienne Bourgeois de Boynes,france,782996380,65.1,Start
Camille Teisseire,france,783132477,65.1,Start
Augustin Pouyer-Quertier,france,783211240,65.1,Stub
Charles Huntziger,france,783252928,65.1,Start
Marc-René de Voyer de Paulmy d'Argenson (1652–1721),france,783325106,65.1,C
Marie-Christine Arnautu,france,783477649,65.1,Stub
Jean-Baptiste Bienvenu-Martin,france,783546348,65.1,Start
Pierre Broussel,france,783546608,65.1,Stub
André Frédéric Hartmann,france,783564312,65.1,Stub
Michel Craplet,france,783604669,65.1,Stub
Paul-Henri-Benjamin d'Estournelles de Constant,france,783685480,65.1,Start
Paul Copin-Albancelli,france,783903065,65.1,Start
César Campinchi,france,783975863,65.1,Start
Yannick Jadot,france,784217962,65.1,Start
Tanneguy Duchâtel,france,784250322,65.1,Stub
Édouard Grinda,france,784313465,65.1,Stub
Charles-Claude Flahaut de la Billaderie,france,784642638,65.1,Stub
Célestin Hennion,france,784658270,65.1,C
Yann Fouéré,france,784715608,65.1,Start
Robert Fournier-Sarlovèze,france,784723517,65.1,Stub
Boris Fraenkel,france,784725912,65.1,Start
Jean Alfred Fraissinet,france,784726597,65.1,B
Michel Mathieu (French politician),france,784827222,65.1,Stub
"Gabriel Paul Othenin de Cléron, comte d'Haussonville",france,784838102,65.1,Start
Daniel Gluckstein,france,785165365,65.1,Start
Lucien Le Foyer,france,785570641,65.1,C
Severiano de Heredia,france,785573614,65.1,C
Jean-Jacques Delvaux,france,785589199,65.1,Stub
Charles Humbert,france,785930159,65.1,Start
Paul Marchandeau,france,785953239,65.1,C
Jean Foyer,france,786074709,65.1,Start
Georges Catroux,france,786203277,65.1,Start
Lionel Stoléru,france,786290758,65.1,Start
François de La Rocque,france,786324279,65.1,C
Anne du Bourg,france,786343821,65.1,Stub
Adrienne Horvath,france,786387939,65.1,Stub
Michèle Rivasi,france,786388701,65.1,Start
Leila Aïchi,france,786390688,65.1,Stub
Jacqueline Alduy,france,786390721,65.1,Stub
Patricia Morhet-Richaud,france,786393127,65.1,Stub
David Rachline,france,786490483,65.1,Stub
Claude Érignac,france,786515396,65.1,Stub
Patalione Kanimoa,france,786575249,65.1,Stub
Henri de Kérillis,france,786578705,65.1,GA
Victor Basch,france,786588699,65.1,Start
"Charles Louis Huguet, marquis de Sémonville",france,786643800,65.1,Start
Mark Fredriksen,france,786708957,65.1,Start
Pierre Dharréville,france,786757777,65.1,Stub
André Lajoinie,france,786809747,65.1,Stub
Émile Flourens,france,786836096,65.1,Start
Henri Gouraud (general),france,786860127,65.1,C
Pierre Pujo,france,786868784,65.1,Stub
Vaucluse's 3rd constituency,france,786973863,65.1,Start
Léon Bourgeois,france,786990600,65.1,C
List of Presidents of the National Convention,france,787197662,65.1,FA
Jean Madiran,france,787201596,65.1,C
"Jean-Louis Masson (politician, 1947)",france,787279869,65.1,Stub
Daniel Dubois,france,787291035,65.1,Stub
Jean-Paul Amoudry,france,787294113,65.1,Stub
Jean Boyer (politician),france,787294172,65.1,Stub
The Last Moments of Napoleon,france,787355634,65.1,Stub
La France pour la vie,france,787356056,65.1,Start
Émile (novel),france,787356327,65.1,Stub
Template:France-poli-bio-book-stub,france,787360134,65.1,Stub
Charles Millon,france,787445020,65.1,Start
Philippe Henriot,france,787485697,65.1,C
Jean Pierre-Bloch,france,787529786,65.1,Start
Frédéric Petit (19th-century politician),france,787530960,65.1,Stub
Hélène Franco,france,787564273,65.1,Stub
Jean-Bernard Raimond,france,787668821,65.1,Start
Adolphe Vuitry,france,787716198,65.1,C
Pierre Messmer,france,787866726,65.1,B
Édith Cresson,france,787866769,65.1,C
Henri Pozzi,france,787969567,65.1,Stub
Hélène Pelosse,france,787999731,65.1,Start
Monique Barbut,france,788018699,65.1,Stub
Saucisse,france,788086888,65.1,C
Philippe Saunier,france,788088442,65.1,Start
Liêm Hoang Ngoc,france,788190525,65.1,Stub
André-Hercule de Fleury,france,788206087,65.1,C
Michel d'Aillières,france,788248646,65.1,Stub
Hubert Bourgin,france,788270212,65.1,Start
Michel Charasse,france,788279410,65.1,Stub
Society of the Friends of Truth,france,788347841,65.1,B
Luc Carvounas,france,788467459,65.1,Stub
Gaspard II de Coligny,france,788517891,65.1,C
Charles Berthézenne,france,788626221,65.1,Stub
Adrien Zeller,france,788793519,65.1,Stub
Agnès Thill,france,788793526,65.1,Stub
Aina Kuric,france,788793534,65.1,Stub
Alain David (politician),france,788793648,65.1,Stub
Alain Péréa,france,788793813,65.1,Stub
Albert Likuvalu,france,788793855,65.1,Stub
André Chassaigne,france,788793956,65.1,Stub
André Gerin,france,788793973,65.1,Stub
André Villiers,france,788794010,65.1,Stub
André Wojciechowski,france,788794022,65.1,Stub
Anissa Khedher,france,788794028,65.1,Stub
Annaïg Le Meur,france,788794031,65.1,Stub
Anne Blanc,france,788794035,65.1,Stub
Anne Grommerch,france,788794055,65.1,Stub
Anne-Christine Lang,france,788794064,65.1,Stub
Anne-France Brunet,france,788794066,65.1,Stub
Anne-Laure Cattelot,france,788794073,65.1,Stub
Anne-Marie Payet,france,788794081,65.1,Stub
Annie Chapelier,france,788794096,65.1,Stub
Annie Genevard,france,788794100,65.1,Stub
Anthony Cellier,france,788794109,65.1,Stub
Antoine Rufenacht,france,788794128,65.1,Stub
Arnaud Viala,france,788794241,65.1,Stub
Ary Chalus,france,788794250,65.1,Stub
Aude Amadou,france,788794255,65.1,Stub
Aude Luquet,france,788794262,65.1,Stub
Aurélien Taché,france,788794289,65.1,Stub
Barbara Bessot-Ballot,france,788794305,65.1,Stub
Belkhir Belhaddad,france,788794326,65.1,Stub
Benjamin Dirx,france,788794330,65.1,Stub
Benoît Potterie,france,788794363,65.1,Stub
Bernard Bosson,france,788794382,65.1,Stub
Bertrand Sorre,france,788794497,65.1,Stub
Blandine Brocard,france,788794503,65.1,Stub
Boris Vallaud,france,788794512,65.1,Stub
Brahim Hammouche,france,788794693,65.1,Stub
Brigitte Bourguignon,france,788794712,65.1,Stub
Brigitte Liso,france,788794730,65.1,Stub
Bruno Duvergé,france,788794749,65.1,Stub
Bruno Fuchs,france,788794753,65.1,Stub
Bruno Millienne,france,788794782,65.1,Stub
Bruno Questel,france,788794785,65.1,Stub
Bruno Retailleau,france,788794792,65.1,Stub
Buon Tan,france,788794811,65.1,Stub
Béatrice Piron,france,788794825,65.1,Stub
Carole Bureau-Bonnard,france,788794871,65.1,Stub
Carole Grandjean,france,788794879,65.1,Stub
Catherine Kamowski,france,788794932,65.1,Stub
Catherine Morin-Desailly,france,788798031,65.1,Stub
Catherine Osson,france,788798038,65.1,Stub
Cendra Motin,france,788798075,65.1,Stub
Chantal Robin-Rodrigo,france,788798106,65.1,Stub
Charlotte Lecocq,france,788798156,65.1,Stub
Christelle Dubos,france,788798174,65.1,Stub
Christine Cloarec,france,788798286,65.1,Stub
Christine Hennion,france,788798291,65.1,Stub
Christophe Di Pompeo,france,788798342,65.1,Stub
Christophe Lejeune,france,788798362,65.1,Stub
Éric Woerth,france,788798423,65.1,C
Éric Jalton,france,788798445,65.1,Stub
Éric Girardin,france,788798449,65.1,Stub
Émilie Guerel,france,788798499,65.1,Stub
Émile Zuccarelli,france,788798505,65.1,Start
Yves Pozzo di Borgo,france,788798603,65.1,Start
Yves Détraigne,france,788798628,65.1,Stub
Yves Daniel,france,788798640,65.1,Stub
Yves Blein,france,788798654,65.1,Stub
Yvan Lachaud,france,788798662,65.1,Stub
Yolaine de Courson,france,788798664,65.1,Stub
Yannick Kerlogot,france,788798676,65.1,Stub
Yannick Haury,france,788798680,65.1,Stub
Yann Wehrling,france,788798687,65.1,Start
Xavier Roseren,france,788798711,65.1,Stub
Xavier Paluszkiewicz,france,788798715,65.1,Stub
Xavier Batut,france,788798733,65.1,Stub
Véronique Riotton,france,788798739,65.1,Stub
Véronique Besse,france,788798758,65.1,Stub
Vincent Ledoux,france,788799274,65.1,Stub
Vincent Bru,france,788799287,65.1,Stub
Victorin Lurel,france,788799334,65.1,Stub
Valérie Thomas,france,788799343,65.1,Stub
Valérie Oppelt,france,788799366,65.1,Stub
Valéria Faure-Muntian,france,788799404,65.1,Stub
Thomas Mesnier,france,788799427,65.1,Stub
Thomas Gassilloud,france,788799433,65.1,Stub
Thierry Michels,france,788799443,65.1,Stub
Thierry Benoit,france,788799481,65.1,Stub
Sébastien Nadot,france,788799495,65.1,Stub
Sébastien Lecornu,france,788799501,65.1,Stub
Sébastien Cazenove,france,788799521,65.1,Stub
Sylvie Charrière,france,788799552,65.1,Stub
Stéphanie Kerbarh,france,788799584,65.1,Stub
Stéphane Testé,france,788799605,65.1,Stub
Stéphane Peu,france,788799614,65.1,Stub
Stéphane Mazars,france,788799618,65.1,Stub
Stéphane Demilly,france,788799634,65.1,Stub
Sophie Primas,france,788799662,65.1,Stub
Sophie Panonacle,france,788799666,65.1,Stub
Sophie Mette,france,788799670,65.1,Stub
Sophie Beaudouin-Hubière,france,788799694,65.1,Stub
Simon Renucci,france,788799728,65.1,Stub
Sergio Coronado,france,788799746,65.1,Stub
Serge Lepeltier,france,788799771,65.1,Stub
Sereine Mauborgne,france,788799801,65.1,Stub
Sandrine Mörch,france,788799821,65.1,Stub
Sandrine Le Feur,france,788799831,65.1,Stub
Sandrine Josso,france,788799835,65.1,Stub
Sandra Marsaud,france,788799842,65.1,Stub
Sacha Houlié,france,788799861,65.1,Stub
Sabine Thillaye,france,788799866,65.1,Stub
Sabine Herold,france,788799876,65.1,Start
Rémy Rebeyrotte,france,788799884,65.1,Stub
Rudy Salles,france,788799908,65.1,Stub
Roselle Cros,france,788799921,65.1,Stub
Romain Grau,france,788799935,65.1,Stub
Roland Muzeau,france,788799950,65.1,Stub
Rodrigue Kokouendo,france,788799993,65.1,Stub
Renaud Muselier,france,788800206,65.1,Stub
Renaud Donnedieu de Vabres,france,788800211,65.1,C
Pierre-Alain Raphan,france,788800273,65.1,Stub
Pierre-Alain Muet,france,788800276,65.1,Stub
Pierre Moscovici,france,788800296,65.1,C
Pierre Lellouche,france,788802897,65.1,Start
Pierre Gosnat,france,788802931,65.1,Stub
Pierre Cordier (politician),france,788802940,65.1,Stub
Pierre Cabaré,france,788802957,65.1,Stub
Philippe Michel-Kleisbauer,france,788805048,65.1,Stub
Philippe Latombe,france,788805077,65.1,Stub
Philippe Huppé,france,788805090,65.1,Stub
Philippe Folliot,france,788805115,65.1,Stub
Philippe Chassaing,france,788805154,65.1,Stub
Philippe Chalumeau,france,788805163,65.1,Stub
Philippe Bolo,france,788805176,65.1,Stub
Philippe Berta,france,788805182,65.1,Stub
Perrine Goulet,france,788805203,65.1,Stub
Paul Molac,france,788805235,65.1,Stub
Patrick Mignola,france,788805264,65.1,Stub
Patrick Braouezec,france,788805297,65.1,Stub
Patricia Mirallès,france,788805316,65.1,Stub
Patricia Gallerneau,france,788805320,65.1,Stub
Patrice Perrot,france,788805335,65.1,Stub
Patrice Anato,france,788805361,65.1,Stub
Pascale Fontenel-Personne,france,788805395,65.1,Stub
Pascale Boyer,france,788805405,65.1,Stub
Pascal Bois,france,788805462,65.1,Stub
Olivier Véran,france,788805469,65.1,Stub
Olivier Marleix,france,788805474,65.1,Stub
Olivier Jardé,france,788805483,65.1,Stub
Olivier Gaillard,france,788805484,65.1,Stub
Olivier Dassault,france,788805500,65.1,Start
Nicole Le Peih,france,788805541,65.1,Stub
Nicolas Turquois,france,788805581,65.1,Stub
Nicolas Perruchot,france,788805609,65.1,Stub
Nicolas Démoulin,france,788805620,65.1,Stub
Natalia Pouzyreff,france,788805662,65.1,Stub
Nadia Hai,france,788805686,65.1,Stub
Nadia Essayan,france,788805688,65.1,Stub
Muguette Dini,france,788805707,65.1,Stub
Mostapha Laabid,france,788805723,65.1,Stub
Monique Orphé,france,788805733,65.1,Stub
Monique Iborra,france,788805740,65.1,Stub
Mickaël Nogal,france,788805788,65.1,Stub
Michèle de Vaucouleurs,france,788805794,65.1,Stub
Michèle Peyron,france,788805803,65.1,Stub
Michèle Crouzet,france,788805813,65.1,Stub
Michel Vaxès,france,788805852,65.1,Start
Michel Ménard,france,788805905,65.1,Stub
Michel Lauzzana,france,788805953,65.1,Stub
Michel Larive,france,788805959,65.1,Stub
Michel Issindou,france,788805962,65.1,Stub
Michel Fanget,france,788806003,65.1,Stub
Michel Delpon,france,788806027,65.1,Stub
Michel Castellani,france,788806036,65.1,Stub
Meyer Habib,france,788806066,65.1,Stub
Maxime Gremetz,france,788806071,65.1,Stub
Maurice Leroy,france,788806087,65.1,Stub
Maud Petit,france,788806092,65.1,Stub
Matthieu Orphelin,france,788806097,65.1,Stub
Martine Leguille-Balloy,france,788806153,65.1,Stub
Marjolaine Meynier-Millefert,france,788806186,65.1,Stub
Marietta Karamanli,france,788806228,65.1,Stub
Marie-Pierre Rixain,france,788806259,65.1,Stub
Marie-Lou Marcel,france,788806281,65.1,Stub
Marie-Hélène Amiable,france,788806311,65.1,Stub
Marie-Christine Verdier-Jouclas,france,788806338,65.1,Stub
Marie-Annick Duchêne,france,788806364,65.1,Stub
Marie-Ange Magne,france,788806379,65.1,Stub
Marie Guévenoux,france,788806396,65.1,Stub
Marguerite Deprez-Audebert,france,788806410,65.1,Stub
Marcel Rogemont,france,788806420,65.1,Stub
Marc Vampa,france,788806441,65.1,Stub
Marc Goua,france,788806464,65.1,Stub
Marc Delatte,france,788807205,65.1,Stub
Loîc Dombreval,france,788807312,65.1,Stub
